sarima_order,sarima_seasonal_order,model_type,optimal_weight,sarima_rmse,sarima_mae,sarima_r2,hybrid_rmse,hybrid_mae,hybrid_r2,improvement_rmse,improvement_mae,test_period
"(1, 0, 1)","(1, 0, 1, 12)",lgbm,0.35000000000000003,0.006724302866636199,0.005509935630093055,-3.8209435561032654,0.0038609961183611314,0.0038459477161819633,-0.5894111106738178,42.58146613951408,30.199770480494507,2014-02-01 00:00:00 ~ 2014-03-01 00:00:00
