sarima_order,sarima_seasonal_order,model_type,rmse,mae,r2,test_period
"(1, 0, 1)","(1, 0, 1, 12)",lgbm,0.06058380347650641,0.040308336632378775,0.02264366805714646,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
