sarima_order,sarima_seasonal_order,model_type,tree_rmse,tree_mae,tree_r2,sarima_rmse,sarima_mae,sarima_r2,hybrid_rmse,hybrid_mae,hybrid_r2,improvement_rmse,improvement_mae,test_period
"(1, 0, 1)","(1, 0, 1, 12)",rf,0.06260979994702587,0.043561762771831644,-0.04381730627890512,0.07498248115341298,0.05089044153629878,0.9275350228534402,0.08178266514152724,0.05677688146639837,0.9137952763257204,-9.069030370175653,-11.566887125357237,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
