time,actual,sarima_forecast,tree_residuals_pred,hybrid_forecast,sarima_error,hybrid_error
2019-01-01,0.989182141176912,0.9887346031541635,-2.0436527807577218e-05,0.9887141666263559,0.00044753802274855037,0.00046797455055613835
2019-02-01,0.9748308292812132,0.9916310521183846,-0.002167224979955354,0.9894638271384293,-0.01680022283717142,-0.014632997857216057
2019-03-01,0.9698730405979782,0.9833185316318724,-0.00215622147325863,0.9811623101586138,-0.013445491033894252,-0.011289269560635584
2019-04-01,0.9792267583985969,0.9848860151721712,0.003426452692480313,0.9883124678646515,-0.005659256773574373,-0.009085709466054692
2019-05-01,0.8503305395253729,0.9436060301412543,-0.0069688889417692645,0.936637141199485,-0.09327549061588147,-0.0863066016741122
2019-06-01,0.6567544740630255,0.8309797009869226,-0.0063299259475261905,0.8246497750393964,-0.1742252269238972,-0.16789530097637095
2019-07-01,0.432610969859985,0.5923350354804527,-0.0642379731622099,0.5280970623182428,-0.15972406562046776,-0.09548609245825784
2019-08-01,0.1912426223339778,0.2979865980683561,-0.0472791741443825,0.2507074239239736,-0.1067439757343783,-0.059464801589995814
2019-09-01,0.1727366348997172,0.21340237259699504,-0.07696372471666939,0.13643864788032567,-0.040665737697277854,0.03629798701939152
2019-10-01,0.3819336900860269,0.5095361538022457,0.0054753531490756725,0.5150115069513214,-0.1276024637162188,-0.13307781686529446
2019-11-01,0.7911248182735758,0.8766832119117963,0.0392485260472206,0.915931737959017,-0.08555839363822049,-0.12480691968544111
2019-12-01,0.9624840105012747,0.9644350786406911,0.013678344508902592,0.9781134231495937,-0.0019510681394163676,-0.015629412648318963
2020-01-01,0.9899111564612896,0.9844985903075777,0.012559709132918387,0.9970582994404961,0.005412566153711884,-0.007147142979206489
2020-02-01,0.9931613287273156,0.9886393310252163,0.004408156794204253,0.9930474878194205,0.0045219977020992674,0.00011384090789501311
2020-03-01,0.9767812552588666,0.9811725973710828,0.002017543208894006,0.9831901405799768,-0.0043913421122161456,-0.006408885321110169
2020-04-01,0.9716948730942824,0.9833094566371129,0.0013053375695891549,0.9846147942067021,-0.011614583542830514,-0.012919921112419686
2020-05-01,0.955872424205574,0.9424311919815869,0.0010820904484794725,0.9435132824300664,0.013441232223987076,0.012359141775507565
2020-06-01,0.8763465969049895,0.8301097019972399,-0.009102314458298155,0.8210073875389418,0.046236894907749626,0.05533920936604775
2020-07-01,0.6956046077076484,0.591734692822974,0.006759895235296442,0.5984945880582704,0.10386991488467445,0.09711001964937804
2020-08-01,0.3613935713310925,0.2976205727783035,-0.05794186312237135,0.23967870965593216,0.063772998552789,0.12171486167516035
2020-09-01,0.2685446859929951,0.21315014096791454,-0.021183114816155434,0.19196702615175912,0.05539454502508054,0.07657765984123596
2020-10-01,0.6826788483850321,0.5092229365015043,0.009980156345924081,0.5192030928474284,0.17345591188352782,0.16347575553760374
2020-11-01,0.9478857796144008,0.8762636061906757,-0.08224829230798132,0.7940153138826943,0.07162217342372512,0.15387046573170649
2020-12-01,0.9812770935882116,0.9640062170315652,0.013034418059578575,0.9770406350911438,0.017270876556646386,0.004236458497067774
2021-01-01,0.9880348639548892,0.9840788123256117,0.008428631290783424,0.9925074436163951,0.0039560516292774794,-0.004472579661505938
2021-02-01,0.9944072232155258,0.9882293811144853,0.008830003560472128,0.9970593846749575,0.006177842101040443,-0.002652161459431701
2021-03-01,0.9912786632321052,0.980773305399805,-0.0009063225445154615,0.9798669828552895,0.010505357832300222,0.011411680376815725
2021-04-01,0.9923047779998052,0.9829145682366599,0.002381884655739383,0.9852964528923993,0.009390209763145307,0.007008325107405899
2021-05-01,0.9518123365518328,0.9420558080512249,-6.529594997140959e-05,0.9419905121012535,0.00975652850060793,0.00982182445057933
2021-06-01,0.854158470460316,0.8297805713487785,0.001820006093505455,0.8316005774422839,0.024377899111537538,0.022557893018032127
2021-07-01,0.7209332696831299,0.5915002577383208,-0.017346245896740997,0.5741540118415798,0.12943301194480905,0.1467792578415501
2021-08-01,0.4484475215070647,0.2975020720476108,-0.04682907648433333,0.2506729955632775,0.15094544945945387,0.1977745259437872
2021-09-01,0.2756360270445446,0.2130653640395733,-0.04877419389972285,0.16429117013985045,0.0625706630049713,0.11134485690469414
2021-10-01,0.6753512511016476,0.5090230596917809,0.02487302611264304,0.5338960858044239,0.16632819140986677,0.14145516529722368
