time,residual
1991-01-01,0.978672569680951
1991-02-01,0.3182913258829769
1991-03-01,0.3270147304836677
1991-04-01,0.32479240482889216
1991-05-01,0.2673308521579556
1991-06-01,0.27965953257657805
1991-07-01,0.2504156715318946
1991-08-01,0.24500754595513208
1991-09-01,0.22261199115332697
1991-10-01,0.2843556819000983
1991-11-01,0.3844189973022609
1991-12-01,0.3450277988317184
1992-01-01,-0.6484880156774081
1992-02-01,0.0032709610640108133
1992-03-01,-0.0024309011324752383
1992-04-01,-0.0020906974939789436
1992-05-01,0.04698000278506964
1992-06-01,-0.019599381125825155
1992-07-01,-0.0644692802470842
1992-08-01,-0.031056894519465805
1992-09-01,0.08483968382905072
1992-10-01,0.09768952162607514
1992-11-01,-0.08893954695658435
1992-12-01,0.011125788609153808
1993-01-01,-0.016486684439171673
1993-02-01,-0.0023273995201623654
1993-03-01,0.003966583923325384
1993-04-01,0.0005893996350514463
1993-05-01,0.0034671492437824414
1993-06-01,-0.09920338816227703
1993-07-01,-0.18816648619595744
1993-08-01,-0.09708630582321837
1993-09-01,-0.0767137981461069
1993-10-01,-0.022588097428735465
1993-11-01,0.1281615778446653
1993-12-01,-0.014935598191115118
1994-01-01,0.008942932352576816
1994-02-01,0.005965301760130992
1994-03-01,0.0003190668071316738
1994-04-01,0.005487320520793593
1994-05-01,-0.022161067385920497
1994-06-01,0.08232764548896443
1994-07-01,0.044105470371768596
1994-08-01,-0.08269378081022283
1994-09-01,0.06667659202096732
1994-10-01,0.06798655154305444
1994-11-01,-0.058920308489799234
1994-12-01,0.009758245638583296
1995-01-01,-0.0017222663399215632
1995-02-01,0.004690611212028739
1995-03-01,-0.0007323742956044654
1995-04-01,-0.011929768200964364
1995-05-01,-0.023429889479169685
1995-06-01,-0.024463473800604985
1995-07-01,-0.08282482906451305
1995-08-01,-0.020580748881469324
1995-09-01,-0.0011369289405384064
1995-10-01,-0.004595747433174258
1995-11-01,0.05273507216398976
1995-12-01,-0.008034352787684829
1996-01-01,0.0053758763243524355
1996-02-01,-0.004421701704782066
1996-03-01,-0.007140383689133389
1996-04-01,0.008220306642006459
1996-05-01,0.015592038917952133
1996-06-01,-0.0027999656804830186
1996-07-01,0.05072417029205356
1996-08-01,-0.03165931772377317
1996-09-01,0.08340771947944026
1996-10-01,0.04751020988656118
1996-11-01,-0.08080697732196118
1996-12-01,0.017669966322947928
1997-01-01,0.005515378546103178
1997-02-01,0.008540197657115667
1997-03-01,0.0013344634562449942
1997-04-01,-0.0015164214801762776
1997-05-01,0.03323767670041833
1997-06-01,-0.06809650097468978
1997-07-01,-0.006797234795301588
1997-08-01,0.020483619431025613
1997-09-01,-0.06445483179395284
1997-10-01,-0.010887606771384006
1997-11-01,0.05774304809504027
1997-12-01,0.00015907872594922434
1998-01-01,0.009137151606283367
1998-02-01,0.0015162650641969977
1998-03-01,-0.005338537293109846
1998-04-01,-0.014260527956157731
1998-05-01,-0.03213651315250099
1998-06-01,-0.14777172139458727
1998-07-01,-0.12020170198130653
1998-08-01,-0.08150811823657006
1998-09-01,-0.16440731419600813
1998-10-01,-0.028583101717216453
1998-11-01,0.09924072948724727
1998-12-01,0.03852813280886247
1999-01-01,0.003927250040942409
1999-02-01,0.004669970877872132
1999-03-01,0.008415510248630631
1999-04-01,0.012181761078176923
1999-05-01,0.025304907902301332
1999-06-01,0.051765253705222336
1999-07-01,0.05684301381214385
1999-08-01,-0.15651298569348926
1999-09-01,-0.026090110100399355
1999-10-01,0.19366711306143647
1999-11-01,-0.03186011132946143
1999-12-01,-0.020787508316084335
2000-01-01,0.0006400142227289685
2000-02-01,0.00618847095956554
2000-03-01,-0.0017041090535140357
2000-04-01,0.010239567816139772
2000-05-01,0.035130281958967946
2000-06-01,-0.006690153874571614
2000-07-01,0.07068905056048547
2000-08-01,0.015358026710105221
2000-09-01,0.03977562638819698
2000-10-01,0.019949900706675905
2000-11-01,-0.009141584172617012
2000-12-01,-0.023484428278533365
2001-01-01,0.008245918777226136
2001-02-01,-0.0009197453635759745
2001-03-01,0.008397887906487322
2001-04-01,-0.0016981422027535498
2001-05-01,0.024115759334323195
2001-06-01,0.06713921724218652
2001-07-01,0.02293800353710662
2001-08-01,0.05237000269012926
2001-09-01,-0.08230609091645902
2001-10-01,0.14578938115247664
2001-11-01,-0.07712656569670562
2001-12-01,-0.004174908394905419
2002-01-01,-0.005010304618747297
2002-02-01,0.00543735340209528
2002-03-01,-0.0066526329026949105
2002-04-01,-0.005904734211953588
2002-05-01,-0.008948139043703618
2002-06-01,0.05131272758073824
2002-07-01,0.005388864717903563
2002-08-01,-0.0925523250865507
2002-09-01,-0.1685632868019124
2002-10-01,0.1139672013141152
2002-11-01,-0.011619209685953202
2002-12-01,-0.007412602257019785
2003-01-01,0.0011429013184214298
2003-02-01,0.01068039705874435
2003-03-01,-0.0011158403200808298
2003-04-01,-0.004880764430787554
2003-05-01,-0.0058354720543416505
