sarima_order,sarima_seasonal_order,model_type,rmse,mae,r2,test_period
"(1, 0, 1)","(1, 0, 1, 12)",xgb,0.07175044679257965,0.04925399950666455,-0.37084729818111173,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
