sarima_order,sarima_seasonal_order,model_type,tree_rmse,tree_mae,tree_r2,sarima_rmse,sarima_mae,sarima_r2,hybrid_rmse,hybrid_mae,hybrid_r2,improvement_rmse,improvement_mae,test_period
"(1, 0, 1)","(1, 0, 1, 12)",xgb,0.05904514161694186,0.0400812519745578,0.07165757507275172,0.07498248115341298,0.05089044153629878,0.9275350228534402,0.07776761488645964,0.05499800202951793,0.9220517975540716,-3.714379265935893,-8.071379161230773,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
