model_type,sarima_rmse,sarima_mae,sarima_r2,tree_rmse,tree_mae,tree_r2,hybrid_rmse,hybrid_mae,hybrid_r2,test_period
hybrid,0.06128600604127194,0.04065850653124337,0.9515904344790677,0.05904514161694186,0.0400812519745578,0.07165757507275172,0.05904514161694186,0.0400812519745578,0.9550658135880665,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
