model_type,sarima_rmse,sarima_mae,sarima_r2,tree_rmse,tree_mae,tree_r2,hybrid_rmse,hybrid_mae,hybrid_r2,test_period
hybrid,0.06128600604127194,0.04065850653124337,0.9515904344790677,0.062539576355702,0.04341460248276767,-0.041477113760767015,0.062539576355702,0.04341460248276768,0.9495898005769196,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
