model_type,sarima_rmse,sarima_mae,sarima_r2,tree_rmse,tree_mae,tree_r2,hybrid_rmse,hybrid_mae,hybrid_r2,test_period
hybrid,0.06128600604127194,0.04065850653124337,0.9515904344790677,0.06058380347650641,0.040308336632378775,0.02264366805714646,0.06058380347650642,0.04030833663237878,0.9526934130863993,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
