sarima_order,sarima_seasonal_order,model_type,tree_rmse,tree_mae,tree_r2,sarima_rmse,sarima_mae,sarima_r2,hybrid_rmse,hybrid_mae,hybrid_r2,improvement_rmse,improvement_mae,test_period
"(1, 0, 1)","(1, 0, 1, 12)",lgbm,0.06058380347650641,0.040308336632378775,0.02264366805714646,0.07498248115341298,0.05089044153629878,0.9275350228534402,0.07690468328343864,0.05286804146525014,0.9237720708919646,-2.563534975713673,-3.8859948337072203,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
