sarima_order,sarima_seasonal_order,model_type,rmse,mae,r2,test_period
"(1, 0, 1)","(1, 0, 1, 12)",rf,0.06261608678302735,0.043595168545958525,-0.04402694239644811,2019-01-01 00:00:00 ~ 2023-12-01 00:00:00
